1,10,12,2,0,11,  1,0,11,12,2,10,  11,10
2,1,0,12,  1,0,11,12,10,2,  10,11,2,1
0,12,  0,11,12,10,2,1,  0,2,12,10,1,11
1,11,10,2,0,12,  -1,-1,  2,1,11,12,10,0
