,auc,brier,best_epoch,delay,arm_idx
93,0.8195901920438957,0.20679087746148453,6.0,10.994261026382446,16
94,0.8415809327846363,0.19719477846877398,7.0,10.972252130508423,3
95,0.8051311728395063,0.2222614421588142,4.0,10.962516069412231,14
96,0.8113361625514404,0.21923628591655156,4.0,11.010163068771362,16
97,0.7703853737997257,0.2348245614800679,4.0,11.088986158370972,17
98,0.8152820644718792,0.21724481195686138,4.0,10.917741060256958,5
99,0.835553840877915,0.19225150256721416,9.0,10.95947003364563,3
100,0.8049061213991769,0.2156556055708836,3.0,11.055460929870605,9
101,0.8410986796982167,0.19170190966880124,9.0,11.077770948410034,0
102,0.7119866683813443,0.2233748376361929,5.0,11.08356785774231,7
103,0.8285815329218108,0.20018300862958022,8.0,10.95428204536438,15
104,0.7023169581618657,0.2320627832935669,7.0,10.991818904876709,11
105,0.8271111968449931,0.20924412284671165,6.0,10.960482120513916,1
106,0.6564364711934156,0.23565783981653957,1.0,9.967852115631104,13
107,0.7086248285322359,0.24571203509198405,1.0,11.004535913467407,10
108,0.8257437414266118,0.19925787956513177,8.0,10.969340801239014,4
109,0.8239647633744857,0.20514636307356843,6.0,10.9563148021698,6
110,0.8091992455418381,0.21245767977198965,4.0,11.05905294418335,12
111,0.8216242283950618,0.21008974859486226,6.0,10.953965187072754,8
112,0.8200252914951989,0.1998124122298369,7.0,10.900041103363037,2
113,0.8510523834019204,0.19272994531647675,9.0,10.97170090675354,18
114,0.8312007030178327,0.19835437943608472,8.0,10.94470500946045,1
115,0.8318179869684499,0.22025352323791456,3.0,10.947433948516846,16
116,0.6785022290809328,0.24342604854875216,3.0,9.993218898773193,13
117,0.7232842506858711,0.2202464031596106,6.0,11.003843069076538,7
118,0.8159872256515776,0.20771252409595542,8.0,11.011338949203491,8
119,0.8278656550068587,0.23227940326886534,1.0,10.905961990356445,15
120,0.8316165123456789,0.20163062452202513,6.0,11.066905736923218,0
121,0.7390303497942387,0.22335251928099947,7.0,10.973733186721802,10
122,0.7630444101508917,0.21110204895368098,9.0,10.931375741958618,9
123,0.8406271433470507,0.21163942772316155,5.0,11.01003384590149,3
124,0.8249592764060356,0.20818017513655185,5.0,11.198895931243896,2
125,0.8217571159122083,0.19909047923446271,8.0,11.15397596359253,6
126,0.8033500514403293,0.20208356662598087,5.0,11.1699378490448,12
127,0.8335819615912208,0.1949199660432114,8.0,11.17911410331726,4
128,0.8218771433470509,0.20797705809749703,9.0,11.233072757720947,14
129,0.8282964677640605,0.2511140294657438,3.0,11.069074153900146,5
130,0.8527134773662552,0.18870204668758342,8.0,11.228304147720337,18
131,0.7987761488340193,0.23132054557359458,3.0,11.211780309677124,17
132,0.738025120027435,0.223252920629753,8.0,11.252506971359253,11
133,0.7682634602194787,0.24262631073091362,4.0,11.313220977783203,10
134,0.8222200788751715,0.2235751653979604,5.0,11.248074054718018,6
135,0.7842228223593963,0.23703969185454976,1.0,11.29873275756836,17
136,0.7220925497256516,0.22363616196956826,4.0,11.31376314163208,7
137,0.8111732681755829,0.20834053482939507,4.0,11.304685831069946,12
138,0.8236025377229081,0.2320547252642596,4.0,11.211182117462158,3
139,0.7219714506172838,0.22843840480198066,8.0,11.213050127029419,11
140,0.8402563443072703,0.19251630903740075,8.0,11.174254894256592,18
141,0.7891439471879287,0.21037582993310447,8.0,11.390101909637451,9
142,0.8412508573388202,0.1951983753288682,7.0,11.357250213623047,0
143,0.8107445987654321,0.2215165803426768,6.0,11.25650429725647,14
144,0.8187842935528121,0.22037409253089285,2.0,11.01799488067627,5
145,0.8109589334705076,0.2555462583396763,2.0,11.343384027481079,16
146,0.8341799554183813,0.19502926553198738,7.0,11.226052045822144,4
147,0.6740547839506172,0.22948176081060173,9.0,10.231341123580933,13
148,0.8196201989026063,0.20906259529988533,6.0,11.161494016647339,15
149,0.8024262688614541,0.22083823785686957,5.0,11.178415060043335,8
150,0.8281271433470508,0.1977701108133906,8.0,11.184193849563599,2
151,0.8286179698216736,0.201002343874786,8.0,11.264222860336304,1
152,0.8278999485596708,0.2015290129893606,8.0,11.253780841827393,15
153,0.8368527091906722,0.20970077169808155,5.0,11.114514827728271,5
154,0.6777199074074073,0.237972520971508,7.0,10.244768142700195,13
155,0.8155114026063102,0.2141177853383602,3.0,11.276709079742432,12
156,0.8019461591220851,0.22087590364629597,4.0,11.274142980575562,4
157,0.8334212105624142,0.2028333502557125,9.0,11.237455129623413,14
158,0.8342249657064472,0.19553070189401373,9.0,11.430553913116455,2
159,0.8344242969821674,0.2133283912153963,5.0,11.227757930755615,8
160,0.8436942729766803,0.1942602656634372,8.0,11.174202680587769,1
161,0.7128557956104253,0.2301879203132441,8.0,11.323334217071533,11
162,0.8535772462277094,0.18938488232335482,9.0,11.219589233398438,18
163,0.8139103223593964,0.20175949425868467,7.0,11.33282995223999,16
164,0.8139531893004115,0.22137186109843104,4.0,11.250901937484741,17
165,0.8315607853223593,0.20574948231976647,6.0,11.291331052780151,6
166,0.8205075445816187,0.22336553737879664,5.0,11.520974159240723,0
167,0.8123821159122085,0.21379741310535683,4.0,11.353032112121582,9
168,0.8311921296296295,0.1969645876055779,9.0,11.42152714729309,3
169,0.7576881858710562,0.22297972095989996,6.0,11.277817249298096,10
170,0.7150763031550068,0.229416901436981,2.0,11.141757249832153,7
171,0.8140925068587105,0.20796374154997377,5.0,11.246309757232666,16
172,0.7115376371742113,0.2333161993624287,8.0,11.364501953125,11
173,0.6759130658436213,0.23891884668023697,9.0,10.230037927627563,13
174,0.834619341563786,0.19544926475834773,9.0,11.346746683120728,4
175,0.8287787208504801,0.19675470603662587,8.0,11.382459878921509,0
176,0.715079518175583,0.23867420344008677,0.0,11.375221014022827,7
177,0.8300497256515775,0.1984232467504582,8.0,11.260992050170898,18
178,0.8107424554183813,0.2521867719177821,1.0,11.246978044509888,6
179,0.7851466049382716,0.21158528536108664,9.0,11.306825160980225,9
180,0.8192686899862826,0.2084353679754762,8.0,11.339478969573975,8
181,0.7703982338820301,0.21480911980797565,7.0,11.171836137771606,10
182,0.816184413580247,0.2005180110440936,8.0,11.096488952636719,15
183,0.844002914951989,0.20027353780338703,6.0,11.193994998931885,3
184,0.7970528978052126,0.2121414106190724,4.0,11.461939096450806,12
185,0.8209962277091907,0.20441027695265113,7.0,11.151801109313965,1
186,0.82443201303155,0.20528660000424342,6.0,11.041035175323486,5
187,0.8115462105624143,0.19817464036934304,9.0,11.142735004425049,2
188,0.8294624485596709,0.20573878693339473,8.0,11.374171018600464,17
189,0.7822595164609053,0.2195303735904451,9.0,11.203633308410645,14
190,0.8102623456790123,0.2565893965335754,3.0,11.332799911499023,16
191,0.6753815157750341,0.24459902845214118,6.0,10.253875970840454,13
192,0.8330932784636489,0.19914860638348292,8.0,11.372211933135986,0
193,0.8257008744855967,0.20494931395288396,6.0,11.303731918334961,15
194,0.8012281378600823,0.20426254993966425,5.0,11.344136238098145,12
195,0.8230688443072701,0.2277558689078293,5.0,11.179608821868896,17
196,0.7159861539780521,0.222474355120611,7.0,11.232171773910522,7
197,0.8324717078189301,0.2003829203321083,6.0,11.388349056243896,18
198,0.6842871227709191,0.2562200540704902,4.0,11.297815084457397,11
199,0.8310549554183814,0.19480141790245634,9.0,11.307489156723022,5
200,0.8400462962962962,0.20343220711506185,6.0,11.429737091064453,6
201,0.8292588305898491,0.19822916339330457,8.0,11.244386911392212,2
202,0.8228330761316872,0.19885325787275568,9.0,11.128850936889648,4
203,0.7888481652949245,0.22882335552485958,5.0,11.175361156463623,14
204,0.8208419067215363,0.22284529708541756,5.0,11.076632976531982,1
205,0.8302619170096022,0.20744917388005793,4.0,11.07713007926941,3
206,0.835153034979424,0.20208161527904345,8.0,10.959482192993164,8
207,0.7906185699588477,0.20694177468981242,7.0,10.940006971359253,9
208,0.7676633230452676,0.21899181010013966,6.0,10.925312042236328,10
209,0.7849194101508916,0.21489454062495358,8.0,10.8839111328125,8
210,0.8360232338820303,0.2054371386161564,5.0,11.161326885223389,18
211,0.7244341563786008,0.21896860152390343,9.0,11.104339838027954,7
212,0.76147762345679,0.23766385832382203,4.0,10.955664157867432,10
213,0.8140389231824416,0.20543471729530435,5.0,11.264433860778809,2
214,0.8157235939643347,0.2169437753676374,3.0,11.283370018005371,9
215,0.7235918209876544,0.22647587026939672,6.0,11.198639869689941,11
216,0.8201045953360768,0.20856710915051752,6.0,11.24439287185669,1
217,0.8452546296296297,0.21110261212034948,5.0,11.02205514907837,5
218,0.8278677983539096,0.20723527941484743,5.0,11.219502210617065,15
219,0.8185742455418381,0.20478418281045355,6.0,11.243017196655273,16
220,0.8393389917695473,0.19304901802701027,8.0,11.113720655441284,4
221,0.6765603566529491,0.22947166482414028,8.0,9.940731287002563,13
222,0.8304655349794239,0.20489620480982554,7.0,10.880549907684326,17
223,0.8274241255144033,0.22829988284812522,4.0,10.844266891479492,6
224,0.8345507544581618,0.19944272466707824,7.0,11.048089265823364,0
225,0.8050582990397803,0.20620418449018144,4.0,10.978776216506958,12
226,0.8256237139917695,0.20557126144938487,7.0,10.983742952346802,14
227,0.8464270404663923,0.19395495945394509,9.0,10.88236689567566,3
228,0.780346579218107,0.20884492699747834,7.0,10.975053071975708,9
229,0.8232574588477368,0.20740762320855569,5.0,10.950042009353638,4
230,0.83136359739369,0.20357044245633438,9.0,11.261234045028687,0
231,0.726667524005487,0.22678334218408064,3.0,10.949417114257812,7
232,0.8071887860082304,0.20693930201429905,4.0,10.891765117645264,12
233,0.8379651063100138,0.19370918729411907,8.0,10.926191806793213,18
234,0.8108903463648834,0.2075467810595555,7.0,10.899795055389404,15
235,0.8320001714677641,0.24556264943910283,3.0,10.927293062210083,3
236,0.7675218621399176,0.21945089578565885,7.0,10.985272884368896,10
237,0.8259194958847735,0.20138748322045932,7.0,10.891624212265015,6
238,0.791105109739369,0.2446584355795886,2.0,10.939284801483154,17
239,0.8321030521262002,0.1970644913409817,8.0,10.874435186386108,5
240,0.8297903806584361,0.20323796035496305,7.0,10.883903980255127,16
241,0.8330997085048012,0.2046390550086287,7.0,10.864179134368896,1
242,0.8278227880658436,0.21263375424890454,5.0,11.01237416267395,14
243,0.8307591735253773,0.20019815740240668,7.0,11.062047958374023,2
244,0.71840920781893,0.22766500149241287,7.0,11.166876077651978,11
245,0.8226123113854595,0.2069390677969211,8.0,11.26004695892334,8
246,0.674747085048011,0.23520178874575548,9.0,10.110554695129395,13
247,0.7205332647462277,0.2286739225125654,8.0,11.15199899673462,11
248,0.8390539266117971,0.21234317943845676,3.0,11.163197040557861,18
249,0.7238340192043896,0.22071940791058453,6.0,11.133094310760498,7
250,0.8028849451303155,0.21814300741001447,3.0,11.298891067504883,12
251,0.8219907407407407,0.20701060196047386,8.0,11.136192083358765,8
252,0.8402520576131687,0.19737240329887282,8.0,11.26498293876648,15
253,0.8311235425240054,0.2038024116647569,9.0,11.127579927444458,17
254,0.8020640432098765,0.24099780590880115,1.0,11.053909063339233,16
255,0.8179591049382715,0.2004705109366228,9.0,10.86726188659668,5
256,0.8258144718792868,0.207726153990589,5.0,11.136743068695068,2
257,0.8315865054869686,0.19467426641522312,8.0,11.147315979003906,3
258,0.7690072016460907,0.21559653315807703,7.0,11.087111949920654,10
259,0.8430534122085047,0.19743907244925235,8.0,11.095659017562866,4
