,auc,brier,best_epoch,delay,arm_idx
0,0.8279535322359397,0.20669750725588137,7.0,11.44272780418396,0
1,0.8137088477366254,0.20716285516107863,6.0,10.968565940856934,15
2,0.8036844135802469,0.2292311645449033,2.0,10.984668016433716,12
3,0.6749442729766804,0.2326103927216969,7.0,9.929965019226074,13
4,0.8359182098765433,0.19665089455406798,7.0,10.910278797149658,3
5,0.8247524434156379,0.19889277096451802,9.0,11.008635997772217,4
6,0.7142661179698218,0.23232561676157812,7.0,11.001268148422241,11
7,0.8063228737997258,0.2259074235757844,4.0,10.982359647750854,17
8,0.8234825102880658,0.21266508695172687,5.0,10.946046829223633,14
9,0.8362547153635117,0.21398131347564797,4.0,10.932101011276245,8
10,0.8025184327846365,0.20450028615488525,7.0,11.01600193977356,9
11,0.7253783007544582,0.22193280945430105,5.0,11.001236915588379,7
12,0.8228716563786009,0.19869093434814816,6.0,10.923799991607666,6
13,0.817275377229081,0.26099312715710377,1.0,11.012017965316772,16
14,0.826414609053498,0.19532181118993527,9.0,11.03096604347229,18
15,0.7610575274348421,0.2523689241540453,3.0,10.977535963058472,10
16,0.8286072530864198,0.1998825053033279,9.0,10.941213846206665,5
17,0.8164844821673526,0.20250349038576942,8.0,10.912996053695679,2
18,0.8304269547325103,0.2080776721793726,7.0,10.912861824035645,1
19,0.8404042352537722,0.2082639734405863,6.0,10.955225706100464,6
20,0.7030949931412895,0.2315714863755353,8.0,11.072187900543213,11
21,0.8207797496570645,0.2214905181091791,3.0,10.921641826629639,14
22,0.8339677640603567,0.19591109063890955,7.0,10.999861001968384,4
23,0.7114272548010974,0.2248439478002691,6.0,10.963919878005981,7
24,0.8100437242798353,0.20867341396385247,6.0,10.915833711624146,16
25,0.8030949931412894,0.2211524999009198,3.0,10.979218244552612,12
26,0.7744341563786008,0.21449365018427538,8.0,11.01383090019226,10
27,0.6766632373113854,0.23236619498351346,7.0,10.040278911590576,13
28,0.8335712448559671,0.20373434593218773,6.0,11.010625123977661,0
29,0.8180984224965707,0.2006763134703291,8.0,10.913558959960938,2
30,0.8317172496570645,0.19717370664561074,9.0,11.043518781661987,15
31,0.8429441015089163,0.19518489811693893,6.0,11.033392906188965,18
32,0.8224301268861454,0.19963276030199195,8.0,10.981019735336304,5
33,0.8236068244170096,0.2008304718119574,7.0,10.927688121795654,3
34,0.7954368141289437,0.21363786753599956,4.0,11.010272026062012,9
35,0.82008530521262,0.20639201301402105,7.0,11.030909299850464,1
36,0.825295781893004,0.2568142798873192,2.0,11.003994941711426,8
37,0.8237718621399177,0.21407061413344408,6.0,11.022490978240967,17
38,0.8191207990397804,0.2063115456110776,5.0,11.03478193283081,15
39,0.8223508230452676,0.21625200042185094,6.0,10.97091007232666,1
40,0.8487718621399175,0.20411332524151288,7.0,11.031462907791138,8
41,0.7907986111111112,0.2255152009883373,2.0,11.02380895614624,12
42,0.8130272633744856,0.20937242395888095,8.0,10.992772102355957,17
43,0.8315457818930041,0.19688584077745008,8.0,10.982486963272095,4
44,0.7050840192043896,0.229786091065972,8.0,11.0387122631073,11
45,0.7221772119341563,0.22060095645869018,9.0,10.99435019493103,7
46,0.8388867455418381,0.20913643919473135,4.0,10.925678968429565,18
47,0.764349708504801,0.2167532009994919,7.0,11.044680118560791,10
48,0.831800840192044,0.19508279037527324,9.0,11.183740139007568,0
49,0.8184392146776406,0.20215713636162916,6.0,10.978941917419434,16
50,0.8413601680384089,0.21516978258440572,5.0,10.949679136276245,3
51,0.823411779835391,0.2297094466896867,2.0,11.01858901977539,9
52,0.8259666495198902,0.19416802053719281,7.0,11.007606983184814,2
53,0.816707390260631,0.2286709424100642,4.0,10.980707168579102,6
54,0.8120477537722908,0.20887779652011634,8.0,11.053806066513062,14
55,0.8296253429355281,0.19884898179018679,9.0,10.94370698928833,5
56,0.6746463477366256,0.23937525766438497,6.0,9.988409042358398,13
57,0.8141439471879286,0.22598064809045987,4.0,11.006378889083862,14
58,0.6791580932784635,0.22815051672301917,9.0,9.990864992141724,13
59,0.8064579046639232,0.22666272637269116,5.0,11.003584146499634,17
60,0.8402777777777777,0.1946953522342835,9.0,10.987077713012695,3
61,0.8336912722908092,0.22055216356240862,5.0,10.977065801620483,1
62,0.8250042866941015,0.19653184032695326,8.0,11.00670313835144,4
63,0.7248167438271605,0.2227807596811768,7.0,10.963202238082886,7
64,0.8377357681755829,0.20812286994481521,6.0,10.88985013961792,6
65,0.8174511316872427,0.20143003611964705,8.0,10.970916986465454,15
66,0.8398962620027435,0.19589210898764517,8.0,11.079960823059082,0
67,0.8084833676268861,0.2148345050325605,5.0,10.993766784667969,16
68,0.811548353909465,0.20785171122965,8.0,11.028966188430786,8
69,0.8068683556241427,0.2054407857751443,5.0,10.999253988265991,12
70,0.6921746399176955,0.23373082857277944,7.0,10.956394910812378,11
71,0.8288430212620028,0.19486538557201005,7.0,10.994314908981323,18
72,0.8246806412894376,0.2396201946841528,3.0,10.931743144989014,5
73,0.8066486625514404,0.20509124487534816,7.0,11.022243976593018,9
74,0.8351508916323731,0.1977473274363079,8.0,11.005105972290039,2
75,0.7600758744855967,0.21960889896153202,6.0,10.961503982543945,10
76,0.8114240397805212,0.21205936086897806,8.0,10.913920879364014,14
77,0.8375450102880659,0.19252586733482646,8.0,10.988667011260986,18
78,0.8297582304526749,0.20147563353153777,6.0,10.90789008140564,6
79,0.7285858196159123,0.2319744487172752,5.0,11.06838607788086,11
80,0.8442493998628259,0.19454230434853811,8.0,11.071487188339233,0
81,0.7230377657750342,0.22388823688629866,4.0,10.958781957626343,7
82,0.8230088305898492,0.2344445150572264,2.0,10.96431303024292,5
83,0.8011381172839507,0.22757391653224324,1.0,10.971669912338257,9
84,0.6746334876543209,0.2336352061366391,8.0,9.993601083755493,13
85,0.7286887002743485,0.24409278446391208,0.0,10.969586849212646,17
86,0.8453124999999999,0.20181751434107909,6.0,10.961098909378052,15
87,0.8108453360768175,0.2295301058559005,1.0,11.007505893707275,12
88,0.8248478223593965,0.20153258939363747,6.0,10.957496881484985,2
89,0.8333118998628258,0.20546219557304438,8.0,11.0901620388031,8
90,0.832201646090535,0.2005182648889268,7.0,10.921223878860474,4
91,0.8224365569272976,0.20491795466487722,6.0,10.9391770362854,1
92,0.7702932098765433,0.22936138246136933,5.0,11.057235956192017,10
